"geometry","annee","nom_iris","code_iris","type_iris","nom_commune","code_commune","nom_epci","code_epci","type_epci","nom_departement","code_departement","nom_region","code_region","domaine_de_tension","nb_sites_photovoltaique_enedis","energie_produite_annuelle_photovoltaique_enedis_mwh","nb_sites_eolien_enedis","energie_produite_annuelle_eolien_enedis_mwh","nb_sites_hydraulique_enedis","energie_produite_annuelle_hydraulique_enedis_mwh","nb_sites_bio_energie_enedis","energie_produite_annuelle_bio_energie_enedis_mwh","nb_sites_cogeneration_enedis","energie_produite_annuelle_cogeneration_enedis_mwh","nb_sites_autres_filieres_enedis","energie_produite_annuelle_autres_filieres_enedis_mwh","geom","geo_point_2d"
,2017,"Grand Maison","861940304","H","Poitiers","86194","CA Grand-Poitiers","200069854","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2017,"Saint-Cyprien","861940303","H","Poitiers","86194","CA Grand-Poitiers","200069854","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2017,"Pres-Mignons","861940203","H","Poitiers","86194","CA Grand-Poitiers","200069854","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2017,"Blossac-Saint Hilaire","861940107","H","Poitiers","86194","CA Grand-Poitiers","200069854","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2017,"Carnot","861940106","H","Poitiers","86194","CA Grand-Poitiers","200069854","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2017,"Entre Rte de Poitiers et Rte de Chinon","861370103","H","Loudun","86137","CC du Pays Loudunais","248600447","CC","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2017,"Entre Rte de Thouars et Rte de Poitiers","861370102","H","Loudun","86137","CC du Pays Loudunais","248600447","CC","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2017,"Ligugé (commune non irisée)","861330000","Z","Ligugé","86133","CA Grand-Poitiers","200069854","CA","Vienne","86","Nouvelle-Aquitaine","75","BT > 36 kVA","1","10.022",,,,,,,,,,,,
,2017,"Ligugé (commune non irisée)","861330000","Z","Ligugé","86133","CA Grand-Poitiers","200069854","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA","13","76.811",,,,,,,,,,,,
,2017,"Ecarts","861150103","H","Jaunay-Marigny","86115","CA Grand-Poitiers","200069854","CA","Vienne","86","Nouvelle-Aquitaine","75","BT > 36 kVA","3","348.894",,,,,,,,,,,,
,2017,"Quartier du Futuroscope","861150101","H","Jaunay-Marigny","86115","CA Grand-Poitiers","200069854","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2017,"Saint-Georges-lès-Baillargeaux (commune non irisée)","862220000","Z","Saint-Georges-lès-Baillargeaux","86222","CA Grand-Poitiers","200069854","CA","Vienne","86","Nouvelle-Aquitaine","75","BT > 36 kVA","1","105.288",,,,,,,,,,,,
,2013,"Entre Rte de Thouars et Rte de Poitiers","861370102","H","Loudun","86137","CC du Pays Loudunais","248600447","CC","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2013,"Le Porteau","861940901","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2013,"Couronneries-Europe","861940802","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2013,"Montbernage","861940704","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2013,"La Republique","861941003","A","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2013,"Blossac-Saint Hilaire","861940107","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2013,"Saint-Eloi-Mandela","861940604","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA","11","33.918500389069195",,,,,,,,,,,,
,2013,"Bellejouanne","861940202","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2014,"Couronneries-Nimegue","861940803","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2014,"Saint-Eloi-Mandela","861940604","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA","11","37.491873299098735",,,,,,,,,,,,
,2014,"Le Breuil-Mingot","861940603","A","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2014,"Mileterie","861940403","A","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","HTA",,,,,,,,,"1","13584.58",,,,
,2011,"Saint-Eloi-Fraternité","861940605","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT > 36 kVA","1","122.159",,,,,,,,,,,,
,2011,"Quatre Roues-Les Dunes","861940703","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2014,"Saint-Eloi-Fraternité","861940605","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2011,"Les Rocs","861940902","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2011,"Entre Rte de Poitiers et Rte de Chinon","861370103","H","Loudun","86137","CC du Pays Loudunais","248600447","CC","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2013,"Saint-Eloi-Fraternité","861940605","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2013,"Saint-Eloi-Fraternité","861940605","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT > 36 kVA","2","149.38732682280195",,,,,,,,,,,,
,2011,"Zone Urbaine","860620101","H","Chasseneuil-du-Poitou","86062","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT > 36 kVA","1","117.291",,,,,,,,,,,,
,2011,"Zone Urbaine","860620101","H","Chasseneuil-du-Poitou","86062","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA","18","44.862389150786825",,,,,,,,,,,,
,2013,"Montmidi","861940903","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2013,"Entre Rte de Poitiers et Rte de Chinon","861370103","H","Loudun","86137","CC du Pays Loudunais","248600447","CC","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2013,"Zone Urbaine","860620101","H","Chasseneuil-du-Poitou","86062","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA","19","46.12568057253445",,,,,,,,,,,,
,2013,"Gibauderie-Fontarnaud","862140104","H","Saint-Benoît","86214","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT > 36 kVA","3","409.91209404841345",,,,,,,,,,,,
,2013,"Bel-Air","861941002","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","HTA",,,,,,,,,"1","3686.475",,,,
,2013,"Non affecté","86062xxxx","_","Chasseneuil-du-Poitou","86062","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","HTA",,,,,,,,,"1","2281.909",,,,
,2013,"Non affecté","86062xxxx","_","Chasseneuil-du-Poitou","86062","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2013,"Non affecté","86062xxxx","_","Chasseneuil-du-Poitou","86062","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT > 36 kVA","1","61.07967157389697",,,,,,,,,,,,
,2012,"La Demi-Lune","861941001","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2013,"Touffenet","861940601","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT > 36 kVA","1","53.90226422776811",,,,,,,,,,,,
,2013,"Non affecté","86041xxxx","_","Buxerolles","86041","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2012,"Sainte-Croix","861940105","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2012,"Bourg","862140103","H","Saint-Benoît","86214","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2012,"Chantejeau","862140102","H","Saint-Benoît","86214","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2012,"Ganterie","861940702","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT > 36 kVA","1","211.61663936481804",,,,,,,,,,,,
,2012,"Blossac-Saint Hilaire","861940107","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2012,"Saint-Eloi-Mandela","861940604","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2012,"Le Breuil-Mingot","861940603","A","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2012,"Saint-Eloi-Fraternité","861940605","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2012,"Saint-Eloi-Fraternité","861940605","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT > 36 kVA","2","113.342",,,,,,,,,,,,
,2019,"Zone Urbaine","860620101","H","Chasseneuil-du-Poitou","86062","CU du Grand Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA","23","69.53843023165714",,,,,,,,,,,,
,2012,"Montmidi","861940903","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2019,"Bellejouanne","861940202","H","Poitiers","86194","CU du Grand Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2019,"Carnot","861940106","H","Poitiers","86194","CU du Grand Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2019,"Zone d'Activités Futuroscope","861150104","A","Jaunay-Marigny","86115","CU du Grand Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","HTA",,,,,,,,,"1","6980.83",,,,
,2019,"La Plaine","861940701","H","Poitiers","86194","CU du Grand Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2019,"Planty-Amandiers","860410102","H","Buxerolles","86041","CU du Grand Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2012,"Pres-Mignons","861940203","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2012,"Le Porteau","861940901","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2019,"Saint-Georges-lès-Baillargeaux (commune non irisée)","862220000","Z","Saint-Georges-lès-Baillargeaux","86222","CU du Grand Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA","44","152.71121143620618",,,,,,,,,,,,
,2012,"Couronneries-Europe","861940802","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2012,"La Republique","861941003","A","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2019,"Za du Grand Large","862140105","A","Saint-Benoît","86214","CU du Grand Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2019,"Chantejeau","862140102","H","Saint-Benoît","86214","CU du Grand Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2019,"Mileterie","861940403","A","Poitiers","86194","CU du Grand Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","HTA",,,,,,,,,"1","13418.770666166667",,,,
,2019,"Fictif - Saint-Benoît","86214xxxx","F","Saint-Benoît","86214","CU du Grand Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","BT > 36 kVA","1","148.701",,,,,,,,,,,,
,2012,"Carnot","861940106","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2019,"Entre Rte de Poitiers et Rte de Chinon","861370103","H","Loudun","86137","CC du Pays Loudunais","248600447","CC","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2013,"Pres-Mignons","861940203","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2019,"Touffenet","861940601","H","Poitiers","86194","CU du Grand Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","BT > 36 kVA","4","772.383",,,,,,,,,,,,
,2013,"Alienor d'Aquitaine","861940804","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT > 36 kVA","1","195.63929160921015",,,,,,,,,,,,
,2013,"Les Portes du Futur","860620103","A","Chasseneuil-du-Poitou","86062","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT > 36 kVA","4","352.07115163243435",,,,,,,,,,,,
,2013,"La Republique","861941003","A","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT > 36 kVA","2","320.5313511210823",,,,,,,,,,,,
,2013,"Les Cours","861940301","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2019,"La République","861941003","A","Poitiers","86194","CU du Grand Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2019,"Saint-Pierre","860700102","H","Chauvigny","86070","CU du Grand Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2019,"Centre","861150102","H","Jaunay-Marigny","86115","CU du Grand Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2019,"Trois Quartiers","861940101","H","Poitiers","86194","CU du Grand Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2019,"Ganterie","861940702","H","Poitiers","86194","CU du Grand Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","BT > 36 kVA","1","221.502",,,,,,,,,,,,
,2013,"Carnot","861940106","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2013,"Couronneries-Nimegue","861940803","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2013,"Pointe à Miteau","861940204","A","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2013,"Pointe à Miteau","861940204","A","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT > 36 kVA","1","117.51462133258484",,,,,,,,,,,,
,2019,"La Demi-Lune","861941001","H","Poitiers","86194","CU du Grand Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA","11","28.463053428216636",,,,,,,,,,,,
,2013,"Le Breuil-Mingot","861940603","A","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2013,"Mileterie","861940403","A","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","HTA",,,,,,,,,"1","13671.495",,,,
,2019,"Les Facultés","861940404","H","Poitiers","86194","CU du Grand Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","HTA",,,,,,,,,"1","72.1615",,,,
,2019,"Les Facultés","861940404","H","Poitiers","86194","CU du Grand Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","BT > 36 kVA","1","113.408",,,,,,,,,,,,
,2013,"Quatre Roues-Les Dunes","861940703","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2019,"Les Templiers","861940502","H","Poitiers","86194","CU du Grand Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2013,"Les Rocs","861940902","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2019,"Les Portes du Futur","860620103","A","Chasseneuil-du-Poitou","86062","CU du Grand Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","BT > 36 kVA","5","444.923",,,,,,,,,,,,
,2019,"Les Portes du Futur","860620103","A","Chasseneuil-du-Poitou","86062","CU du Grand Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2019,"Ermitage","862140101","H","Saint-Benoît","86214","CU du Grand Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2013,"Zone Urbaine","860620101","H","Chasseneuil-du-Poitou","86062","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT > 36 kVA","1","101.097",,,,,,,,,,,,
,2019,"Entre Rte de Thouars et Rte de Poitiers","861370102","H","Loudun","86137","CC du Pays Loudunais","248600447","CC","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2013,"Gibauderie-Fontarnaud","862140104","H","Saint-Benoît","86214","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA","14","28.80116157877013",,,,,,,,,,,,
,2019,"Bel-Air","861941002","H","Poitiers","86194","CU du Grand Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","HTA",,,,,,,,,"1","2883.173",,,,
,2019,"Bel-Air","861941002","H","Poitiers","86194","CU du Grand Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2011,"Les Templiers","861940502","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2011,"Trois Quartiers","861940101","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2019,"Gibauderie","861940402","H","Poitiers","86194","CU du Grand Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2019,"Grand Maison","861940304","H","Poitiers","86194","CU du Grand Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2011,"Le Porteau","861940901","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2011,"Alienor d'Aquitaine","861940804","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT > 36 kVA","1","9.824999999999996",,,,,,,,,,,,
,2011,"Couronneries-Europe","861940802","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2011,"La Republique","861941003","A","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT > 36 kVA","2","170.62964216185668",,,,,,,,,,,,
,2019,"Saint-Georges-lès-Baillargeaux (commune non irisée)","862220000","Z","Saint-Georges-lès-Baillargeaux","86222","CU du Grand Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","BT > 36 kVA","1","105.539",,,,,,,,,,,,
,2019,"Montmidi","861940903","H","Poitiers","86194","CU du Grand Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2019,"Quatre Roues-Les Dunes","861940703","H","Poitiers","86194","CU du Grand Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA","11","50.50834302655319",,,,,,,,,,,,
,2011,"Carnot","861940106","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2011,"Pointe à Miteau","861940204","A","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT > 36 kVA","1","3.3650000000000007",,,,,,,,,,,,
,2011,"Saint-Eloi-Mandela","861940604","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2011,"Le Breuil-Mingot","861940603","A","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2019,"Clos Gauthier-Les Sables","861940302","H","Poitiers","86194","CU du Grand Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","HTA",,,,,,,,,"1","2685.1563333333334",,,,
,2011,"Mileterie","861940403","A","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","HTA",,,,,,,,,"1","13711.596",,,,
,2011,"Bel-Air","861941002","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2011,"Bel-Air","861941002","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","HTA",,,,,,,,,"1","4478.256",,,,
,2019,"Pointe à Miteau","861940204","A","Poitiers","86194","CU du Grand Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2011,"Non affecté","86062xxxx","_","Chasseneuil-du-Poitou","86062","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT > 36 kVA","1","24.486783957279226",,,,,,,,,,,,
,2019,"Montbernage","861940704","H","Poitiers","86194","CU du Grand Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2019,"Blossac-Saint-Hilaire","861940107","H","Poitiers","86194","CU du Grand Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2018,"Saint-Pierre","860700102","H","Chauvigny","86070","CU du Grand-Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2011,"La Demi-Lune","861941001","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2018,"Touffenet","861940601","H","Poitiers","86194","CU du Grand-Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2018,"Trois Quartiers","861940101","H","Poitiers","86194","CU du Grand-Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2012,"Gibauderie-Fontarnaud","862140104","H","Saint-Benoît","86214","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT > 36 kVA","3","440.1246243759084",,,,,,,,,,,,
,2018,"Za du Grand Large","862140105","A","Saint-Benoît","86214","CU du Grand-Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2012,"Bel-Air","861941002","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA",,,,,,,,,,,,,,
,2012,"Bel-Air","861941002","H","Poitiers","86194","CA Grand Poitiers","248600157","CA","Vienne","86","Nouvelle-Aquitaine","75","HTA",,,,,,,,,"1","4688.442",,,,
,2018,"Zone d'Activités Futuroscope","861150104","A","Jaunay-Marigny","86115","CU du Grand-Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","HTA",,,,,,,,,"1","7031.551666666667",,,,
,2018,"Zone Urbaine","860620101","H","Chasseneuil-du-Poitou","86062","CU du Grand-Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","BT <= 36 kVA","23","51.85022384459294",,,,,,,,,,,,
,2018,"Zone Urbaine","860620101","H","Chasseneuil-du-Poitou","86062","CU du Grand-Poitiers","200069854","CU","Vienne","86","Nouvelle-Aquitaine","75","BT > 36 kVA","1","117.75733333333334",,,,,,,,,,,,
