Date,nom_region,filiere_conso,conso_twh,code_region,nb_sites,habitants,filiere_prod,prod_twh,conso_region,prod_region,indice_pondere,indice_par_habitant,classe
2015-06-01,Île-de-France,Consommation brute,4.951531517833,11,127940526,86222010,Autre,-2.28e-19,5703.080341204099,82.1480545,-0.9855958447741845,-0.05742769761262814,Très déficitaire
2015-06-01,Île-de-France,Consommation brute,4.951531517833,11,127940526,86222010,Solaire,0.010710409,5703.080341204099,82.1480545,-0.9855958447741845,-0.057303478645800536,Très déficitaire
2015-06-01,Île-de-France,Consommation brute,4.951531517833,11,127940526,86222010,Hydraulique,0.005995462,5703.080341204099,82.1480545,-0.9855958447741845,-0.057358162444055755,Très déficitaire
2015-06-01,Île-de-France,Consommation brute,4.951531517833,11,127940526,86222010,Eolien,0.002234207,5703.080341204099,82.1480545,-0.9855958447741845,-0.05740178535426163,Très déficitaire
2015-06-01,Île-de-France,Consommation brute,4.951531517833,11,127940526,86222010,Thermique fossile,0.011135847,5703.080341204099,82.1480545,-0.9855958447741845,-0.05729854443004749,Très déficitaire
2015-06-01,Île-de-France,Consommation brute,4.951531517833,11,127940526,86222010,Thermique renouvelable et déchets,0.074513909,5703.080341204099,82.1480545,-0.9855958447741845,-0.056563487778039497,Très déficitaire
2015-06-01,Île-de-France,Consommation brute,4.951531517833,11,127940526,86222010,Energie produite,0.104589834,5703.080341204099,82.1480545,-0.9855958447741845,-0.056214668201692346,Très déficitaire
2015-07-01,Île-de-France,Consommation brute,4.965488994208,11,127940526,86222010,Autre,1.98e-19,5703.080341204099,82.1480545,-0.9855958447741845,-0.057589575958714015,Très déficitaire
2015-07-01,Île-de-France,Consommation brute,4.965488994208,11,127940526,86222010,Solaire,0.009782637,5703.080341204099,82.1480545,-0.9855958447741845,-0.05747611726063914,Très déficitaire
2015-07-01,Île-de-France,Consommation brute,4.965488994208,11,127940526,86222010,Hydraulique,0.003572401,5703.080341204099,82.1480545,-0.9855958447741845,-0.057548143370909584,Très déficitaire
2015-07-01,Île-de-France,Consommation brute,4.965488994208,11,127940526,86222010,Eolien,0.00263819,5703.080341204099,82.1480545,-0.9855958447741845,-0.05755897831896983,Très déficitaire
2015-07-01,Île-de-France,Consommation brute,4.965488994208,11,127940526,86222010,Thermique fossile,0.01282073,5703.080341204099,82.1480545,-0.9855958447741845,-0.05744088155922136,Très déficitaire
2015-07-01,Île-de-France,Consommation brute,4.965488994208,11,127940526,86222010,Thermique renouvelable et déchets,0.077098643,5703.080341204099,82.1480545,-0.9855958447741845,-0.05669538846528861,Très déficitaire
2015-07-01,Île-de-France,Consommation brute,4.965488994208,11,127940526,86222010,Energie produite,0.105912601,5703.080341204099,82.1480545,-0.9855958447741845,-0.05636120514017244,Très déficitaire
2015-08-01,Île-de-France,Consommation brute,4.493310987353,11,127940526,86222010,Autre,6.38e-19,5703.080341204099,82.1480545,-0.9855958447741845,-0.052113271163047585,Très déficitaire
2015-08-01,Île-de-France,Consommation brute,4.493310987353,11,127940526,86222010,Solaire,0.008748197,5703.080341204099,82.1480545,-0.9855958447741845,-0.052011809865636395,Très déficitaire
2015-08-01,Île-de-France,Consommation brute,4.493310987353,11,127940526,86222010,Hydraulique,0.004043142,5703.080341204099,82.1480545,-0.9855958447741845,-0.052066378936805116,Très déficitaire
2015-08-01,Île-de-France,Consommation brute,4.493310987353,11,127940526,86222010,Eolien,0.003327361,5703.080341204099,82.1480545,-0.9855958447741845,-0.052074680541001075,Très déficitaire
2015-08-01,Île-de-France,Consommation brute,4.493310987353,11,127940526,86222010,Thermique fossile,0.003368051,5703.080341204099,82.1480545,-0.9855958447741845,-0.05207420861973643,Très déficitaire
2015-08-01,Île-de-France,Consommation brute,4.493310987353,11,127940526,86222010,Thermique renouvelable et déchets,0.09050414,5703.080341204099,82.1480545,-0.9855958447741845,-0.051063607161941596,Très déficitaire
2015-08-01,Île-de-France,Consommation brute,4.493310987353,11,127940526,86222010,Energie produite,0.10999089,5703.080341204099,82.1480545,-0.9855958447741845,-0.050837600484528254,Très déficitaire
2015-09-01,Île-de-France,Consommation brute,5.0202064591,11,127940526,86222010,Autre,6.26e-19,5703.080341204099,82.1480545,-0.9855958447741845,-0.05822418729394037,Très déficitaire
2015-09-01,Île-de-France,Consommation brute,5.0202064591,11,127940526,86222010,Solaire,0.007058791,5703.080341204099,82.1480545,-0.9855958447741845,-0.058142319671044544,Très déficitaire
2015-09-01,Île-de-France,Consommation brute,5.0202064591,11,127940526,86222010,Hydraulique,0.005832511,5703.080341204099,82.1480545,-0.9855958447741845,-0.058156542025638226,Très déficitaire
2015-09-01,Île-de-France,Consommation brute,5.0202064591,11,127940526,86222010,Eolien,0.006494558,5703.080341204099,82.1480545,-0.9855958447741845,-0.05814886362658443,Très déficitaire
2015-09-01,Île-de-France,Consommation brute,5.0202064591,11,127940526,86222010,Thermique fossile,0.006272114,5703.080341204099,82.1480545,-0.9855958447741845,-0.05815144352468702,Très déficitaire
2015-09-01,Île-de-France,Consommation brute,5.0202064591,11,127940526,86222010,Thermique renouvelable et déchets,0.085586675,5703.080341204099,82.1480545,-0.9855958447741845,-0.05723155588810792,Très déficitaire
